"CPC21code","CPC21partial","ISIC4code","ISIC4partial"
"86113",1,"0123",1
"86113",1,"0124",1
"86113",1,"0125",1
"86113",1,"0126",1
"86113",1,"0127",1
"86113",1,"0128",1
"86113",1,"0129",1
"86113",1,"0130",0
"86119",0,"0161",0
"86121",0,"0141",1
"86121",0,"0142",1
"86121",0,"0143",1
"86121",0,"0144",1
"86121",0,"0145",1
"86121",0,"0146",1
"86121",0,"0149",1
"86122",0,"0162",0
"86129",0,"9609",1
"86131",0,"0170",0
"86132",1,"0170",1
"86132",1,"9319",1
"86141",1,"0210",1
"86141",1,"0220",1
"86141",1,"0240",1
"86142",0,"0240",1
"86151",1,"0311",1
"86151",1,"0312",1
"86152",1,"0321",1
"86152",1,"0322",1
"86153",1,"0311",1
"86153",1,"0312",1
"86154",1,"0321",1
"86154",1,"0322",1
"86211",0,"0910",0
"86219",0,"0990",0
"86221",1,"0610",1
"86221",1,"0620",1
"86229",1,"0510",1
"86229",1,"0520",1
"86229",1,"0710",1
"86229",1,"0721",1
"86229",1,"0729",1
"86229",1,"0810",1
"86229",1,"0891",1
"86229",1,"0892",1
"86229",1,"0893",1
"86229",1,"0899",1
"86311",0,"3510",1
"86312",0,"3510",1
"86320",0,"3520",1
"86330",0,"3600",1
"86340",0,"3530",1
"86350",0,"3600",1
"87110",0,"3311",0
"87120",0,"3312",1
"87130",0,"9511",0
"87141",0,"4520",1
"87142",0,"4540",0
"87143",0,"4520",1
"87149",0,"3315",0
"87151",0,"9522",0
"87152",0,"3314",0
"87153",0,"9512",0
"87154",0,"3313",1
"87155",0,"9521",1
"87156",0,"3312",1
"87157",0,"4329",1
"87159",0,"3319",0
"87210",0,"9523",0
"87220",0,"9529",1
"87230",0,"9529",1
"87240",0,"9524",0
"87290",1,"3313",1
"87290",1,"9529",1
"87310",0,"3320",1
"87320",0,"3320",1
"87331",0,"3320",1
"87332",0,"6209",0
"87333",0,"3320",1
"87340",0,"3320",1
"87350",0,"3320",1
"87360",0,"3320",1
"87390",1,"3320",1
"87390",1,"9521",1
"88110",0,"1010",1
"88120",0,"1020",1
"88130",0,"1030",1
"88140",0,"1040",1
"88150",0,"1050",1
"88161",0,"1061",1
"88162",0,"1062",1
"88163",0,"1071",1
"88164",0,"1072",1
"88165",0,"1073",1
"88166",0,"1074",1
"88167",0,"1075",1
"88169",0,"1079",1
"88170",0,"1080",1
"88181",0,"1101",1
"88182",0,"1102",1
"88183",0,"1103",1
"88184",0,"1104",1
"88190",0,"1200",1
"88211",0,"1311",1
"88212",0,"1312",1
"88213",0,"1313",0
"88214",0,"1391",1
"88215",0,"1392",1
"88216",0,"1393",1
"88217",0,"1394",1
"88219",0,"1399",1
"88221",0,"1410",1
"88222",0,"1420",1
"88223",0,"1430",1
"88231",0,"1511",1
"88232",0,"1512",1
"88233",0,"1520",1
"88311",0,"1610",1
"88312",0,"1621",1
"88313",0,"1622",1
"88314",0,"1623",1
"88319",0,"1629",1
"88321",0,"1701",1
"88322",0,"1702",1
"88329",0,"1709",1
"88411",0,"1910",1
"88412",0,"1920",1
"88421",0,"2011",1
"88422",0,"2012",1
"88423",0,"2013",1
"88424",0,"2021",1
"88425",0,"2022",1
"88426",0,"2023",1
"88427",0,"2029",1
"88429",0,"2030",1
"88430",0,"2100",1
"88511",0,"2211",1
"88512",0,"2219",1
"88520",0,"2220",1
"88531",0,"2310",1
"88532",0,"2391",1
"88533",0,"2392",1
"88534",0,"2393",1
"88535",0,"2394",1
"88536",0,"2395",1
"88537",0,"2396",1
"88539",0,"2399",1
"88601",0,"2410",1
"88602",0,"2420",1
"88711",0,"2511",1
"88712",0,"2512",1
"88713",0,"2513",1
"88720",0,"2520",1
"88731",0,"2592",1
"88732",0,"2592",1
"88733",0,"2593",1
"88739",0,"2599",1
"88741",0,"2610",1
"88742",0,"2620",1
"88743",0,"2630",1
"88744",0,"2640",1
"88745",0,"2651",1
"88746",0,"2652",1
"88747",0,"2660",1
"88748",0,"2670",1
"88749",0,"2680",1
"88751",0,"2710",1
"88752",0,"2720",1
"88753",0,"2731",1
"88754",0,"2732",1
"88755",0,"2733",1
"88756",0,"2740",1
"88757",0,"2750",1
"88759",0,"2790",1
"88761",0,"2811",1
"88762",0,"2812",1
"88763",0,"2813",1
"88764",0,"2814",1
"88765",0,"2815",1
"88766",0,"2816",1
"88767",0,"2817",1
"88768",0,"2818",1
"88769",0,"2819",1
"88771",0,"2821",1
"88772",0,"2822",1
"88773",0,"2823",1
"88774",0,"2824",1
"88775",0,"2825",1
"88776",0,"2826",1
"88779",0,"2829",1
"88811",0,"2910",1
"88812",0,"2920",1
"88813",0,"2930",1
"88821",0,"3011",1
"88822",0,"3012",1
"88823",0,"3020",1
"88824",0,"3030",1
"88825",0,"3040",1
"88826",0,"3091",1
"88827",0,"3092",1
"88829",0,"3099",1
"88901",0,"3100",1
"88902",0,"3211",1
"88903",0,"3212",1
"88904",0,"3220",1
"88905",0,"3230",1
"88906",0,"3240",1
"88907",0,"3250",1
"88909",0,"3290",1
"89110",1,"5811",1
"89110",1,"5812",1
"89110",1,"5813",1
"89110",1,"5819",1
"89110",1,"5820",1
"89110",1,"5920",1
"89121",0,"1811",1
"89122",0,"1812",1
"89123",0,"1820",0
"89200",0,"2220",1
"89310",0,"2431",1
"89320",0,"2432",0
"89330",0,"2591",0
"89410",0,"3830",1
"89420",0,"3830",1
"91111",0,"8411",1
"91112",0,"8411",1
"91113",0,"8411",1
"91114",0,"8411",1
"91119",0,"8411",1
"91121",0,"8412",1
"91122",0,"8412",1
"91123",0,"8412",1
"91124",0,"8412",1
"91131",0,"8413",1
"91132",0,"8413",1
"91133",0,"8413",1
"91134",0,"8413",1
"91135",0,"8413",1
"91136",0,"8413",1
"91137",0,"8413",1
"91138",0,"8413",1
"91191",0,"8411",1
"91199",0,"8411",1
"91210",0,"8421",1
"91220",0,"8421",1
"91230",0,"8421",1
"91240",0,"8422",1
"91250",0,"8422",1
"91260",0,"8423",1
"91270",0,"8423",1
"91280",0,"8423",1
"91290",0,"8423",1
"91310",0,"8430",1
"91320",0,"8430",1
"91330",0,"8430",1
"91340",0,"8430",1
"92100",0,"8510",1
"92200",0,"8510",1
"92310",0,"8521",1
"92320",0,"8522",1
"92330",0,"8521",1
"92340",0,"8522",1
"92410",0,"8530",1
"92420",0,"8530",1
"92510",0,"8530",1
"92520",0,"8530",1
"92911",0,"8542",0
"92912",0,"8541",0
"92919",0,"8549",0
"92920",0,"8550",0
"93111",0,"8610",1
"93112",0,"8610",1
"93113",0,"8610",1
"93119",0,"8610",1
"93121",0,"8620",1
"93122",0,"8620",1
"93123",0,"8620",1
"93191",0,"8690",1
"93192",0,"8690",1
"93193",0,"8690",1
"93194",0,"8690",1
"93195",0,"8690",1
"93196",0,"8690",1
"93197",0,"8690",1
"93199",0,"8690",1
"93210",0,"8710",0
"93221",0,"8730",1
"93222",0,"8730",1
"93223",0,"8730",1
"93301",0,"8720",1
"93302",0,"8790",1
"93303",0,"8720",1
"93304",0,"8790",1
"93411",0,"8810",1
"93412",0,"8890",1
"93491",0,"8810",1
"93492",0,"8810",1
"93493",0,"8810",1
"93510",0,"8890",1
"93520",0,"8890",1
"93530",0,"8890",1
"93590",0,"8890",1
"94110",0,"3700",1
"94120",0,"3700",1
"94211",0,"3812",1
"94212",0,"3812",1
"94219",0,"3812",1
"94221",0,"3811",1
"94229",0,"3811",1
"94231",0,"3811",1
"94239",0,"3811",1
"94311",0,"3812",1
"94312",0,"3830",1
"94313",0,"3811",1
"94319",0,"3811",1
"94321",0,"3822",1
"94322",0,"3822",1
"94331",0,"3821",1
"94332",0,"3821",1
"94333",0,"3821",1
"94339",0,"3821",1
"94411",0,"3900",1
"94412",0,"3900",1
"94413",0,"3900",1
"94420",0,"3900",1
"94430",0,"3900",1
"94490",0,"3900",1
"94510",0,"8129",1
"94590",0,"8129",1
"94900",0,"3900",1
"95110",0,"9411",0
"95120",0,"9412",0
"95200",0,"9420",0
"95910",0,"9491",0
"95920",0,"9492",0
"95991",0,"9499",1
"95992",0,"9499",1
"95993",0,"9499",1
"95994",0,"9499",1
"95995",0,"9499",1
"95996",0,"9499",1
"95997",0,"9499",1
"95998",0,"9499",1
"95999",0,"9499",1
"96111",0,"5920",1
"96112",0,"5920",1
"96113",0,"5920",1
"96121",1,"5911",1
"96121",1,"6020",1
"96122",1,"5920",1
"96122",1,"6010",1
"96123",1,"5911",1
"96123",1,"5920",1
"96131",0,"5912",1
"96132",0,"5912",1
"96133",0,"5912",1
"96134",0,"5912",1
"96135",0,"5912",1
"96136",0,"5912",1
"96137",0,"5920",1
"96139",0,"5912",1
"96140",0,"5913",1
"96150",0,"5914",0
"96210",0,"9000",1
"96220",0,"9000",1
"96230",0,"9000",1
"96290",0,"9000",1
"96310",0,"9000",1
"96320",0,"9000",1
"96330",0,"9000",1
"96411",0,"9102",1
"96412",0,"9102",1
"96421",0,"9103",1
"96422",0,"9103",1
"96511",0,"9319",1
"96512",0,"9312",0
"96520",0,"9311",0
"96590",0,"9319",1
"96610",0,"9319",1
"96620",0,"9319",1
"96910",0,"9321",0
"96921",0,"9200",1
"96929",0,"9200",1
"96930",0,"9329",1
"96990",0,"9329",1
"97110",0,"9601",1
"97120",0,"9601",1
"97130",0,"9601",1
"97140",0,"9601",1
"97150",0,"9601",1
"97210",0,"9602",1
"97220",0,"9602",1
"97230",0,"9609",1
"97290",0,"9602",1
"97310",0,"9603",1
"97320",0,"9603",1
"97910",0,"9609",1
"97990",0,"9609",1
"98000",0,"9700",0
"99000",0,"9900",0
